BBL,Job_Filing,BBL_Description,Joint_NBs,Address,NB_Owner,Same_Owner,RPP_Owner_Not_Same,doc_id
3075690080,-,Adjacent,Adjacent,-,-,0,-,-
3075690008,-,Block,Block,-,-,0,-,-
3075690015,-,Block,Block,-,-,0,-,-
3075690070,-,Block,Block,-,-,0,-,-
3075690078,-,Block,Block,-,-,0,-,-
3075690017,-,Block,Block,-,-,0,-,-
3075690072,-,Block,Block,-,-,0,-,-
3075690021,-,Block,Block,-,-,0,-,-
3075690066,-,Block,Block,-,-,0,-,-
3075690013,-,Block,Block,-,-,0,-,-
3075690076,-,Block,Block,-,-,0,-,-
3075690019,-,Block,Block,-,-,0,-,-
3075690074,-,Block,Block,-,-,0,-,-
3075690027,-,Block,Block,-,-,0,-,-
3075690006,-,Block,Block,-,-,0,-,-
3075690011,-,Block,Block,-,-,0,-,-
3075690023,-,Block,Block,-,-,0,-,-
3075690025,-,Block,Block,-,-,0,-,-
3075690068,-,Block,Block,-,-,0,-,-
4013490094,NB,Job Filing,NB,42-15 69 STREET,GOOD RICH REALTY LLC,0,0,-
4013490087,-,Adjacent,Adjacent,-,-,0,-,-
4013490104,-,Adjacent,Adjacent,-,-,0,-,-
4013490004,-,Adjacent,Adjacent,-,-,0,-,-
4013490096,-,Adjacent,Adjacent,-,-,0,-,-
4013490076,-,Block,Block,-,-,0,-,-
4013490069,-,Block,Block,-,-,0,-,-
4013490003,-,Block,Block,-,-,0,-,-
4013490074,-,Block,Block,-,-,0,-,-
4013490010,-,Block,Block,-,-,0,-,-
4013490013,-,Block,Block,-,-,0,-,-
4013490012,-,Block,Block,-,-,0,-,-
4013490021,-,Block,Block,-,-,0,-,-
4013490009,-,Block,Block,-,-,0,-,-
4013490015,-,Block,Block,-,-,0,-,-
4013490077,-,Block,Block,-,-,0,-,-
4013490082,-,Block,Block,-,-,0,-,-
4013490028,-,Block,Block,-,-,0,-,-
4013490001,-,Block,Block,-,-,0,-,-
4013490006,-,Block,Block,-,-,0,-,-
4013490079,-,Block,Block,-,-,0,-,-
4013490080,-,Block,Block,-,-,0,-,-
4013490170,-,Block,Block,-,-,0,-,-
4013490016,-,Block,Block,-,-,0,-,-
4013490067,-,Block,Block,-,-,0,-,-
4013490019,-,Block,Block,-,-,0,-,-
4013490073,-,Block,Block,-,-,0,-,-
4013490071,-,Block,Block,-,-,0,-,-
4013490002,-,Block,Block,-,-,0,-,-
5069180071,NB,Job Filing,NB,1015 EDGEGROVE AVENUE,"GONZALEZ, CARLOS P; GONZALEZ, REBECCA S; PRIME PROPERTIES OF STATEN ISLAND LLC",0,1,-
5069180066,-,Adjacent,Adjacent,-,-,0,-,-
5069180035,-,Adjacent,Adjacent,-,-,0,-,-
5069180038,-,Adjacent,Adjacent,-,-,0,-,-
5069180074,-,Adjacent,Adjacent,-,-,0,-,-
5069180080,-,Block,Block,-,-,0,-,-
5069180057,-,Block,Block,-,-,0,-,-
5069180033,-,Block,Block,-,-,0,-,-
5069180076,-,Block,Block,-,-,0,-,-
5069180003,-,Block,Block,-,-,0,-,-
5069180006,-,Block,Block,-,-,0,-,-
5069180050,-,Block,Block,-,-,0,-,-
5069180017,-,Block,Block,-,-,0,-,-
5069180001,-,Block,Block,-,-,0,-,-
5069180031,-,Block,Block,-,-,0,-,-
5069180012,-,Block,Block,-,-,0,-,-
5069180094,-,Block,Block,-,-,0,-,-
5069180027,-,Block,Block,-,-,0,-,-
5069180053,-,Block,Block,-,-,0,-,-
5069180044,-,Block,Block,-,-,0,-,-
5069180084,-,Block,Block,-,-,0,-,-
5069180089,-,Block,Block,-,-,0,-,-
5069180022,-,Block,Block,-,-,0,-,-
5069180061,-,Block,Block,-,-,0,-,-
5069180023,-,Block,Block,-,-,0,-,-
5069180074,NB,Job Filing,NB,1017 EDGEGROVE AVENUE,PRIME PROPERTIES OF SI LLC,0,0,-
5069180071,-,Adjacent,NB,-,-,0,-,-
5069180035,-,Adjacent,Adjacent,-,-,0,-,-
5069180033,-,Adjacent,Adjacent,-,-,0,-,-
5069180076,-,Adjacent,Adjacent,-,-,0,-,-
5069180080,-,Block,Block,-,-,0,-,-
5069180057,-,Block,Block,-,-,0,-,-
5069180066,-,Block,Adjacent,-,-,0,-,-
5069180038,-,Block,Adjacent,-,-,0,-,-
5069180003,-,Block,Block,-,-,0,-,-
5069180006,-,Block,Block,-,-,0,-,-
5069180050,-,Block,Block,-,-,0,-,-
5069180017,-,Block,Block,-,-,0,-,-
5069180001,-,Block,Block,-,-,0,-,-
5069180031,-,Block,Block,-,-,0,-,-
5069180012,-,Block,Block,-,-,0,-,-
5069180094,-,Block,Block,-,-,0,-,-
5069180027,-,Block,Block,-,-,0,-,-
5069180053,-,Block,Block,-,-,0,-,-
5069180044,-,Block,Block,-,-,0,-,-
5069180084,-,Block,Block,-,-,0,-,-
5069180089,-,Block,Block,-,-,0,-,-
5069180022,-,Block,Block,-,-,0,-,-
5069180061,-,Block,Block,-,-,0,-,-
5069180023,-,Block,Block,-,-,0,-,-
2041340001,NB,Job Filing,NB,1340 BLONDELL AVENUE,BLONDELL EQUITIES LLC,0,0,-
2041340014,-,Adjacent,Adjacent,-,-,0,-,-
4049490020,NB,Job Filing,NB,33-32 FARRINGTON STREET,"KIM, JONG HYUN; KIM, JESSE",0,1,-
4049490019,-,Adjacent,Adjacent,-,-,0,-,-
4049490077,-,Adjacent,Adjacent,-,-,0,-,-
4049490078,-,Adjacent,Adjacent,-,-,0,-,-
4049490023,-,Adjacent,Adjacent,-,-,0,-,-
4049490064,-,Block,Block,-,-,0,-,-
4049490029,-,Block,Block,-,-,0,-,-
4049490083,-,Block,Block,-,-,0,-,-
4049490015,-,Block,Block,-,-,0,-,-
4049490074,-,Block,Block,-,-,0,-,-
4049490068,-,Block,Block,-,-,0,-,-
4049490069,-,Block,Block,-,-,0,-,-
4049490006,-,Block,Block,-,-,0,-,-
4049490024,-,Block,Block,-,-,0,-,-
4049490026,-,Block,Block,-,-,0,-,-
4049490013,-,Block,Block,-,-,0,-,-
4049490086,-,Block,Block,-,-,0,-,-
4049490079,-,Block,Block,-,-,0,-,-
4049490018,-,Block,Block,-,-,0,-,-
4049490028,-,Block,Block,-,-,0,-,-
4049490016,-,Block,Block,-,-,0,-,-
4049490066,-,Block,Block,-,-,0,-,-
4049490025,-,Block,Block,-,-,0,-,-
4049490008,-,Block,Block,-,-,0,-,-
4049490001,-,Block,Block,-,-,0,-,-
4049490012,-,Block,Block,-,-,0,-,-
4049490081,-,Block,Block,-,-,0,-,-
4049490082,-,Block,Block,-,-,0,-,-
4049490004,-,Block,Block,-,-,0,-,-
4049490067,-,Block,Block,-,-,0,-,-
4049490046,-,Block,Block,-,-,0,-,-
4049490073,-,Block,Block,-,-,0,-,-
4049490075,-,Block,Block,-,-,0,-,-
4049490084,-,Block,Block,-,-,0,-,-
4049490027,-,Block,Block,-,-,0,-,-
4049490011,-,Block,Block,-,-,0,-,-
4049490076,-,Block,Block,-,-,0,-,-
4049490030,-,Block,Block,-,-,0,-,-
4049490031,-,Block,Block,-,-,0,-,-
3054770027,NB,Job Filing,NB,1556 53RD STREET,YESHIVA SHERAH TORAH,0,0,-
3054770053,-,Adjacent,Adjacent,-,-,0,-,-
3054770029,-,Adjacent,Adjacent,-,-,0,-,-
3054770051,-,Adjacent,Adjacent,-,-,0,-,-
3054770025,-,Adjacent,Adjacent,-,-,0,-,-
3054770001,-,Block,Block,-,-,0,-,-
3054770019,-,Block,Block,-,-,0,-,-
3054770034,-,Block,Block,-,-,0,-,-
3054770036,-,Block,Block,-,-,0,-,-
3054770032,-,Block,Block,-,-,0,-,-
3054770043,-,Block,Block,-,-,0,-,-
3054770018,-,Block,Block,-,-,0,-,-
3054770010,-,Block,Block,-,-,0,-,-
3054770038,-,Block,Block,-,-,0,-,-
3054770049,-,Block,Block,-,-,0,-,-
3054770020,-,Block,Block,-,-,0,-,-
3054770002,-,Block,Block,-,-,0,-,-
3054770069,-,Block,Block,-,-,0,-,-
3054770057,-,Block,Block,-,-,0,-,-
3054770068,-,Block,Block,-,-,0,-,-
3054770039,-,Block,Block,-,-,0,-,-
3054770012,-,Block,Block,-,-,0,-,-
3054770059,-,Block,Block,-,-,0,-,-
3054770031,-,Block,Block,-,-,0,-,-
3054770017,-,Block,Block,-,-,0,-,-
3054770014,-,Block,Block,-,-,0,-,-
3054770042,-,Block,Block,-,-,0,-,-
3054770047,-,Block,Block,-,-,0,-,-
3054770067,-,Block,Block,-,-,0,-,-
3054770045,-,Block,Block,-,-,0,-,-
3054770041,-,Block,Block,-,-,0,-,-
3054770061,-,Block,Block,-,-,0,-,-
3054770016,-,Block,Block,-,-,0,-,-
3054770055,-,Block,Block,-,-,0,-,-
3054770024,-,Block,Block,-,-,0,-,-
3074170054,NB,Job Filing,NB,2459 GAR EAST 15 STREET,JULIA TARASHCHANSKY,0,0,-
3074170005,-,Adjacent,Adjacent,-,-,0,-,-
3074170057,-,Adjacent,Adjacent,-,-,0,-,-
3074170053,-,Adjacent,Adjacent,-,-,0,-,-
3074170072,-,Block,Block,-,-,0,-,-
3074170048,-,Block,Block,-,-,0,-,-
3074170045,-,Block,Block,-,-,0,-,-
3074170064,-,Block,Block,-,-,0,-,-
3074170030,-,Block,Block,-,-,0,-,-
3074170063,-,Block,Block,-,-,0,-,-
3074170052,-,Block,Block,-,-,0,-,-
3074170036,-,Block,Block,-,-,0,-,-
3074170013,-,Block,Block,-,-,0,-,-
3074170065,-,Block,Block,-,-,0,-,-
3074170046,-,Block,Block,-,-,0,-,-
3074170015,-,Block,Block,-,-,0,-,-
3074170034,-,Block,Block,-,-,0,-,-
3074170067,-,Block,Block,-,-,0,-,-
3074170075,-,Block,Block,-,-,0,-,-
3074170062,-,Block,Block,-,-,0,-,-
3074170047,-,Block,Block,-,-,0,-,-
3074170026,-,Block,Block,-,-,0,-,-
3074170060,-,Block,Block,-,-,0,-,-
3074170061,-,Block,Block,-,-,0,-,-
3074170163,-,Block,Block,-,-,0,-,-
3074170021,-,Block,Block,-,-,0,-,-
3074170050,-,Block,Block,-,-,0,-,-
3074170010,-,Block,Block,-,-,0,-,-
3074170069,-,Block,Block,-,-,0,-,-
3074170019,-,Block,Block,-,-,0,-,-
3074170074,-,Block,Block,-,-,0,-,-
3074170044,-,Block,Block,-,-,0,-,-
3074170001,-,Block,Block,-,-,0,-,-
3074170023,-,Block,Block,-,-,0,-,-
3074170017,-,Block,Block,-,-,0,-,-
3074170049,-,Block,Block,-,-,0,-,-
3074170051,-,Block,Block,-,-,0,-,-
4119390111,NB,Job Filing,NB,108-46 LIVERPOOL STREET,"DAVIS, SHELDON; 108-44 LIVERPOOL STREET LLC",0,1,-
4119390110,-,Adjacent,Adjacent,108-44 LIVERPOOL STREET,108-44 LIVERPOOL STREET LLC,1,-,2020032100025001
4119390116,-,Adjacent,Adjacent,-,-,0,-,-
4119390113,-,Adjacent,Adjacent,-,-,0,-,-
4119390104,-,Adjacent,Adjacent,-,-,0,-,-
4119390121,-,Block,Block,-,-,0,-,-
4119390098,-,Block,Block,-,-,0,-,-
4119390091,-,Block,Block,-,-,0,-,-
4119390102,-,Block,Block,-,-,0,-,-
4119390084,-,Block,Block,-,-,0,-,-
4119390135,-,Block,Block,-,-,0,-,-
4119390075,-,Block,Block,-,-,0,-,-
4119390118,-,Block,Block,-,-,0,-,-
4119390120,-,Block,Block,-,-,0,-,-
4119390131,-,Block,Block,-,-,0,-,-
4119390095,-,Block,Block,-,-,0,-,-
4119390138,-,Block,Block,-,-,0,-,-
4119390093,-,Block,Block,-,-,0,-,-
4119390142,-,Block,Block,-,-,0,-,-
4119390129,-,Block,Block,-,-,0,-,-
4119390136,-,Block,Block,-,-,0,-,-
4119390123,-,Block,Block,-,-,0,-,-
4119390097,-,Block,Block,-,-,0,-,-
4119390134,-,Block,Block,-,-,0,-,-
4119390081,-,Block,Block,-,-,0,-,-
4119390101,-,Block,Block,-,-,0,-,-
4119390127,-,Block,Block,-,-,0,-,-
4119390088,-,Block,Block,-,-,0,-,-
4119390106,-,Block,Block,-,-,0,-,-
4119390117,-,Block,Block,-,-,0,-,-
4119390086,-,Block,Block,-,-,0,-,-
4119390114,-,Block,Block,-,-,0,-,-
4119390140,-,Block,Block,-,-,0,-,-
4119390132,-,Block,Block,-,-,0,-,-
4119390130,-,Block,Block,-,-,0,-,-
4119390108,-,Block,Block,-,-,0,-,-
4119390083,-,Block,Block,-,-,0,-,-
4119390125,-,Block,Block,-,-,0,-,-
3051990037,NB,Job Filing,NB,585 ARGYLE ROAD,"NEWKIRK EQUITIES, LLC",0,0,-
3051990035,-,Adjacent,Adjacent,-,-,0,-,-
3051990044,-,Adjacent,Adjacent,-,-,0,-,-
3051990001,-,Block,Block,-,-,0,-,-
3051990017,-,Block,Block,-,-,0,-,-
3051990054,-,Block,Block,-,-,0,-,-
3051990019,-,Block,Block,-,-,0,-,-
3051990021,-,Block,Block,-,-,0,-,-
3051990015,-,Block,Block,-,-,0,-,-
3051990009,-,Block,Block,-,-,0,-,-
3051990005,-,Block,Block,-,-,0,-,-
3051990125,-,Block,Block,-,-,0,-,-
3051990007,-,Block,Block,-,-,0,-,-
3051990051,-,Block,Block,-,-,0,-,-
3051990025,-,Block,Block,-,-,0,-,-
3051990003,-,Block,Block,-,-,0,-,-
3051990023,-,Block,Block,-,-,0,-,-
3051990047,-,Block,Block,-,-,0,-,-
3051990012,-,Block,Block,-,-,0,-,-
3051990030,-,Block,Block,-,-,0,-,-
3051990032,-,Block,Block,-,-,0,-,-
3051990056,-,Block,Block,-,-,0,-,-
3051990058,-,Block,Block,-,-,0,-,-
3051990049,-,Block,Block,-,-,0,-,-
5007170023,NB,Job Filing,NB,42 GANSEVOORT BLVD,"WALLACE AVENUE BUILDERS, LLC",0,0,-
5007170020,-,Adjacent,Adjacent,-,-,0,-,-
5007170024,-,Adjacent,Adjacent,-,-,0,-,-
5007170004,-,Block,Block,-,-,0,-,-
5007170025,-,Block,Block,-,-,0,-,-
5007170015,-,Block,Block,-,-,0,-,-
5007170031,-,Block,Block,-,-,0,-,-
5007170029,-,Block,Block,-,-,0,-,-
5007170027,-,Block,Block,-,-,0,-,-
5007170001,-,Block,Block,-,-,0,-,-
5007170008,-,Block,Block,-,-,0,-,-
5007170012,-,Block,Block,-,-,0,-,-
5007170010,-,Block,Block,-,-,0,-,-
5007170034,-,Block,Block,-,-,0,-,-
5007170018,-,Block,Block,-,-,0,-,-
5007170037,-,Block,Block,-,-,0,-,-
5007170002,-,Block,Block,-,-,0,-,-
5007170005,-,Block,Block,-,-,0,-,-
5007170003,-,Block,Block,-,-,0,-,-
4057400125,NB,Job Filing,NB,160-51 19 AVE,KEHUA ZHANG,0,0,-
4057400123,-,Adjacent,Adjacent,-,-,0,-,-
4057400139,-,Adjacent,Adjacent,-,-,0,-,-
4057400072,-,Block,Block,-,-,0,-,-
4057400064,-,Block,Block,-,-,0,-,-
4057400055,-,Block,Block,-,-,0,-,-
4057400053,-,Block,Block,-,-,0,-,-
4057400066,-,Block,Block,-,-,0,-,-
4057400117,-,Block,Block,-,-,0,-,-
4057400121,-,Block,Block,-,-,0,-,-
4057400001,-,Block,Block,-,-,0,-,-
4057400068,-,Block,Block,-,-,0,-,-
4057400119,-,Block,Block,-,-,0,-,-
4057400059,-,Block,Block,-,-,0,-,-
4057400076,-,Block,Block,-,-,0,-,-
4057400051,-,Block,Block,-,-,0,-,-
4057400070,-,Block,Block,-,-,0,-,-
4057400057,-,Block,Block,-,-,0,-,-
4057400045,-,Block,Block,-,-,0,-,-
4057400049,-,Block,Block,-,-,0,-,-
4057400047,-,Block,Block,-,-,0,-,-
4057400074,-,Block,Block,-,-,0,-,-
4057400062,-,Block,Block,-,-,0,-,-
4054390058,NB,Job Filing,NB,45-16 161 STREET,XUELAN ZHENG,0,0,-
4054390043,-,Adjacent,Adjacent,-,-,0,-,-
4054390056,-,Adjacent,Adjacent,-,-,0,-,-
4054390042,-,Adjacent,Adjacent,-,-,0,-,-
4054390060,-,Adjacent,Adjacent,-,-,0,-,-
4054390088,-,Block,Block,-,-,0,-,-
4054390003,-,Block,Block,-,-,0,-,-
4054390040,-,Block,Block,-,-,0,-,-
4054390017,-,Block,Block,-,-,0,-,-
4054390005,-,Block,Block,-,-,0,-,-
4054390083,-,Block,Block,-,-,0,-,-
4054390095,-,Block,Block,-,-,0,-,-
4054390033,-,Block,Block,-,-,0,-,-
4054390023,-,Block,Block,-,-,0,-,-
4054390048,-,Block,Block,-,-,0,-,-
4054390093,-,Block,Block,-,-,0,-,-
4054390079,-,Block,Block,-,-,0,-,-
4054390068,-,Block,Block,-,-,0,-,-
4054390032,-,Block,Block,-,-,0,-,-
4054390089,-,Block,Block,-,-,0,-,-
4054390061,-,Block,Block,-,-,0,-,-
4054390045,-,Block,Block,-,-,0,-,-
4054390010,-,Block,Block,-,-,0,-,-
4054390069,-,Block,Block,-,-,0,-,-
4054390055,-,Block,Block,-,-,0,-,-
4054390085,-,Block,Block,-,-,0,-,-
4054390054,-,Block,Block,-,-,0,-,-
4054390063,-,Block,Block,-,-,0,-,-
4054390092,-,Block,Block,-,-,0,-,-
4054390094,-,Block,Block,-,-,0,-,-
4054390019,-,Block,Block,-,-,0,-,-
4054390073,-,Block,Block,-,-,0,-,-
4054390066,-,Block,Block,-,-,0,-,-
4054390006,-,Block,Block,-,-,0,-,-
4054390075,-,Block,Block,-,-,0,-,-
4054390039,-,Block,Block,-,-,0,-,-
4054390051,-,Block,Block,-,-,0,-,-
4054390053,-,Block,Block,-,-,0,-,-
4054390022,-,Block,Block,-,-,0,-,-
4054390046,-,Block,Block,-,-,0,-,-
4054390013,-,Block,Block,-,-,0,-,-
4054390030,-,Block,Block,-,-,0,-,-
4054390165,-,Block,Block,-,-,0,-,-
4054390049,-,Block,Block,-,-,0,-,-
4054390071,-,Block,Block,-,-,0,-,-
4054390052,-,Block,Block,160-14 45TH AVENUE,"ZHENG, TUAN",1,-,2020082000293001
4054390015,-,Block,Block,-,-,0,-,-
4054390087,-,Block,Block,-,-,0,-,-
4054390025,-,Block,Block,-,-,0,-,-
4054390035,-,Block,Block,-,-,0,-,-
4054390090,-,Block,Block,-,-,0,-,-
4054390001,-,Block,Block,-,-,0,-,-
4054390077,-,Block,Block,-,-,0,-,-
4054390008,-,Block,Block,-,-,0,-,-
4054390002,-,Block,Block,-,-,0,-,-
4054390027,-,Block,Block,-,-,0,-,-
4054390036,-,Block,Block,-,-,0,-,-
4054390081,-,Block,Block,-,-,0,-,-
4054390096,-,Block,Block,-,-,0,-,-
4054390004,-,Block,Block,-,-,0,-,-
4054390029,-,Block,Block,-,-,0,-,-
4054390037,-,Block,Block,-,-,0,-,-
4046650009,NB,Job Filing,NB,149-11 17 AVENUE,ATLANTIC AUTOSHOW LLC,0,0,-
4046650052,-,Adjacent,Adjacent,-,-,0,-,-
4046650013,-,Adjacent,Adjacent,-,-,0,-,-
4046650007,-,Adjacent,Adjacent,-,-,0,-,-
4046650108,-,Adjacent,Adjacent,-,-,0,-,-
4046650054,-,Adjacent,Adjacent,-,-,0,-,-
4046650005,-,Adjacent,Adjacent,-,-,0,-,-
4046650014,-,Block,Block,-,-,0,-,-
4046650124,-,Block,Block,-,-,0,-,-
4046650023,-,Block,Block,-,-,0,-,-
4046650048,-,Block,Block,-,-,0,-,-
4046650021,-,Block,Block,-,-,0,-,-
4046650036,-,Block,Block,-,-,0,-,-
4046650040,-,Block,Block,-,-,0,-,-
4046650035,-,Block,Block,-,-,0,-,-
4046650028,-,Block,Block,-,-,0,-,-
4046650025,-,Block,Block,-,-,0,-,-
4046650001,-,Block,Block,-,-,0,-,-
4046650039,-,Block,Block,-,-,0,-,-
4046650033,-,Block,Block,-,-,0,-,-
4046650017,-,Block,Block,-,-,0,-,-
4046650038,-,Block,Block,-,-,0,-,-
4046650034,-,Block,Block,-,-,0,-,-
4046650024,-,Block,Block,-,-,0,-,-
4046650026,-,Block,Block,-,-,0,-,-
4046650027,-,Block,Block,-,-,0,-,-
4046650042,-,Block,Block,-,-,0,-,-
4046650015,-,Block,Block,-,-,0,-,-
4046650003,-,Block,Block,-,-,0,-,-
4046650031,-,Block,Block,-,-,0,-,-
4046650020,-,Block,Block,-,-,0,-,-
4046650050,-,Block,Block,-,-,0,-,-
4046650018,-,Block,Block,-,-,0,-,-
4046650044,-,Block,Block,-,-,0,-,-
4046650046,-,Block,Block,-,-,0,-,-
4046650045,-,Block,Block,-,-,0,-,-
4046650011,NB,Job Filing,NB,149-15 17 AVENUE,ATLANTIC AUTOSHOW LLC,0,1,-
4046650014,-,Block,Block,-,-,0,-,-
4046650124,-,Block,Block,-,-,0,-,-
4046650023,-,Block,Block,-,-,0,-,-
4046650048,-,Block,Block,-,-,0,-,-
4046650021,-,Block,Block,-,-,0,-,-
4046650036,-,Block,Block,-,-,0,-,-
4046650040,-,Block,Block,-,-,0,-,-
4046650035,-,Block,Block,-,-,0,-,-
4046650028,-,Block,Block,-,-,0,-,-
4046650025,-,Block,Block,-,-,0,-,-
4046650013,-,Block,Adjacent,-,-,0,-,-
4046650001,-,Block,Block,-,-,0,-,-
4046650039,-,Block,Block,-,-,0,-,-
4046650033,-,Block,Block,-,-,0,-,-
4046650017,-,Block,Block,-,-,0,-,-
4046650005,-,Block,Adjacent,-,-,0,-,-
4046650038,-,Block,Block,-,-,0,-,-
4046650009,-,Block,NB,-,-,0,-,-
4046650034,-,Block,Block,-,-,0,-,-
4046650024,-,Block,Block,-,-,0,-,-
4046650026,-,Block,Block,-,-,0,-,-
4046650027,-,Block,Block,-,-,0,-,-
4046650108,-,Block,Adjacent,-,-,0,-,-
4046650042,-,Block,Block,-,-,0,-,-
4046650054,-,Block,Adjacent,-,-,0,-,-
4046650007,-,Block,Adjacent,-,-,0,-,-
4046650015,-,Block,Block,-,-,0,-,-
4046650003,-,Block,Block,-,-,0,-,-
4046650031,-,Block,Block,-,-,0,-,-
4046650020,-,Block,Block,-,-,0,-,-
4046650052,-,Block,Adjacent,-,-,0,-,-
4046650050,-,Block,Block,-,-,0,-,-
4046650018,-,Block,Block,-,-,0,-,-
4046650044,-,Block,Block,-,-,0,-,-
4046650046,-,Block,Block,-,-,0,-,-
4046650045,-,Block,Block,-,-,0,-,-
4115520029,NB,Job Filing,NB,97-56 BRISTOL AVENUE,SHERIMA ALLY,0,0,-
4115520087,-,Adjacent,Adjacent,-,-,0,-,-
4115520030,-,Adjacent,Adjacent,-,-,0,-,-
4115520100,-,Adjacent,Adjacent,-,-,0,-,-
4115520069,-,Block,Block,-,-,0,-,-
4115520080,-,Block,Block,-,-,0,-,-
4115520076,-,Block,Block,-,-,0,-,-
4115520071,-,Block,Block,-,-,0,-,-
4115520089,-,Block,Block,-,-,0,-,-
4115520079,-,Block,Block,-,-,0,-,-
4115520072,-,Block,Block,-,-,0,-,-
4115520062,-,Block,Block,-,-,0,-,-
4115520083,-,Block,Block,-,-,0,-,-
4115520078,-,Block,Block,-,-,0,-,-
4115520059,-,Block,Block,-,-,0,-,-
4115520084,-,Block,Block,-,-,0,-,-
4115520081,-,Block,Block,-,-,0,-,-
4115520057,-,Block,Block,-,-,0,-,-
4115520067,-,Block,Block,-,-,0,-,-
4115520065,-,Block,Block,-,-,0,-,-
4115520055,-,Block,Block,-,-,0,-,-
4115520085,-,Block,Block,-,-,0,-,-
4115520075,-,Block,Block,-,-,0,-,-
4115520058,-,Block,Block,-,-,0,-,-
4115520073,-,Block,Block,-,-,0,-,-
4115520042,-,Block,Block,-,-,0,-,-
4115520047,-,Block,Block,-,-,0,-,-
4115520091,-,Block,Block,-,-,0,-,-
4115520043,-,Block,Block,-,-,0,-,-
4115520041,-,Block,Block,-,-,0,-,-
4115520031,-,Block,Block,-,-,0,-,-
4115520036,-,Block,Block,-,-,0,-,-
4115520038,-,Block,Block,-,-,0,-,-
4115520045,-,Block,Block,-,-,0,-,-
4115520048,-,Block,Block,-,-,0,-,-
4115520051,-,Block,Block,-,-,0,-,-
4115520032,-,Block,Block,-,-,0,-,-
4115520095,-,Block,Block,-,-,0,-,-
4115520039,-,Block,Block,-,-,0,-,-
4115520094,-,Block,Block,-,-,0,-,-
4115520054,-,Block,Block,-,-,0,-,-
4115520030,NB,Job Filing,NB,97-52 BRISTOL AVENUE,IONA SEETA,0,0,-
4115520087,-,Adjacent,Adjacent,-,-,0,-,-
4115520085,-,Adjacent,Adjacent,-,-,0,-,-
4115520029,-,Adjacent,Adjacent,-,-,0,-,-
4115520031,-,Adjacent,Adjacent,-,-,0,-,-
4115520069,-,Block,Block,-,-,0,-,-
4115520080,-,Block,Block,-,-,0,-,-
4115520076,-,Block,Block,-,-,0,-,-
4115520071,-,Block,Block,-,-,0,-,-
4115520089,-,Block,Block,-,-,0,-,-
4115520079,-,Block,Block,-,-,0,-,-
4115520072,-,Block,Block,-,-,0,-,-
4115520062,-,Block,Block,-,-,0,-,-
4115520083,-,Block,Block,-,-,0,-,-
4115520078,-,Block,Block,-,-,0,-,-
4115520059,-,Block,Block,-,-,0,-,-
4115520084,-,Block,Block,-,-,0,-,-
4115520081,-,Block,Block,-,-,0,-,-
4115520057,-,Block,Block,-,-,0,-,-
4115520067,-,Block,Block,-,-,0,-,-
4115520065,-,Block,Block,-,-,0,-,-
4115520055,-,Block,Block,-,-,0,-,-
4115520075,-,Block,Block,-,-,0,-,-
4115520058,-,Block,Block,-,-,0,-,-
4115520073,-,Block,Block,-,-,0,-,-
4115520042,-,Block,Block,-,-,0,-,-
4115520047,-,Block,Block,-,-,0,-,-
4115520091,-,Block,Block,-,-,0,-,-
4115520043,-,Block,Block,-,-,0,-,-
4115520041,-,Block,Block,-,-,0,-,-
4115520036,-,Block,Block,-,-,0,-,-
4115520038,-,Block,Block,-,-,0,-,-
4115520045,-,Block,Block,-,-,0,-,-
4115520048,-,Block,Block,-,-,0,-,-
4115520051,-,Block,Block,-,-,0,-,-
4115520032,-,Block,Block,-,-,0,-,-
4115520095,-,Block,Block,-,-,0,-,-
4115520039,-,Block,Block,-,-,0,-,-
4115520094,-,Block,Block,-,-,0,-,-
4115520100,-,Block,Block,-,-,0,-,-
4115520054,-,Block,Block,-,-,0,-,-
3014420006,NB,Job Filing,NB,219 ROCKAWAY AVE,865 STERLING CONSTRUCTION LLC,0,0,-
3014420013,-,Adjacent,Adjacent,-,-,0,-,-
3014420007,-,Adjacent,Adjacent,-,-,0,-,-
3014420005,-,Adjacent,Adjacent,-,-,0,-,-
3014420064,-,Adjacent,Adjacent,-,-,0,-,-
3014420063,-,Adjacent,Adjacent,-,-,0,-,-
3014420051,-,Block,Block,-,-,0,-,-
3014420128,-,Block,Block,-,-,0,-,-
3014420028,-,Block,Block,-,-,0,-,-
3014420022,-,Block,Block,-,-,0,-,-
3014420021,-,Block,Block,-,-,0,-,-
3014420062,-,Block,Block,-,-,0,-,-
3014420014,-,Block,Block,-,-,0,-,-
3014420129,-,Block,Block,-,-,0,-,-
3014420059,-,Block,Block,-,-,0,-,-
3014420200,-,Block,Block,-,-,0,-,-
3014420003,-,Block,Block,-,-,0,-,-
3014420057,-,Block,Block,-,-,0,-,-
3014420049,-,Block,Block,-,-,0,-,-
3014420038,-,Block,Block,-,-,0,-,-
3014420026,-,Block,Block,-,-,0,-,-
3014420055,-,Block,Block,-,-,0,-,-
3014420058,-,Block,Block,-,-,0,-,-
3014420056,-,Block,Block,-,-,0,-,-
3014420015,-,Block,Block,-,-,0,-,-
3014420004,-,Block,Block,-,-,0,-,-
3014420011,-,Block,Block,-,-,0,-,-
3014420019,-,Block,Block,-,-,0,-,-
3014420053,-,Block,Block,-,-,0,-,-
3014420020,-,Block,Block,-,-,0,-,-
